zip_code,year,avg
11104,2008,587470.788461538
11104,2009,294846.702702703
11104,2010,300115.236111111
11104,2011,365875.302631579
11104,2012,323159.490909091
11104,2013,1214779.21088435
11104,2014,1000453.84090909
11105,2003,212812.551630435
11105,2004,265480.615168539
11105,2005,292801.806722689
11105,2006,374230.955017301
11105,2007,313660.401337793
11105,2008,377982.696750903
11105,2009,210899.031128405
11105,2010,255577.9125
11105,2011,297166.666666667
11105,2012,318285.170909091
11105,2013,328769.766784452
11105,2014,526255.674157303
11106,2003,254789.348039216
11106,2004,370438.448113208
11106,2005,330498.231527094
11106,2006,865196.296296296
11106,2007,443202.788888889
11106,2008,351358.267515924
11106,2009,166314.733333333
11106,2010,505723.428571429
11106,2011,429868.092827004
11106,2012,377160.288
11106,2013,866999.804979253
11106,2014,1116653.76642336
11109,2004,200000
11109,2009,911224.75
11109,2010,912341.526315789
11109,2011,988281.926829268
11109,2012,1142496.82857143
11109,2013,1129607.71428571
11109,2014,1083720.30769231
11201,2003,812437.281984334
11201,2004,676196.905714286
11201,2005,930509.707482993
11201,2006,1378195.54357798
11201,2007,1052705.70522388
11201,2008,922692.009560229
11201,2009,724393.476038339
11201,2010,741545.741176471
11201,2011,863481.446319018
11201,2012,1008579.74362245
11201,2013,1148913.16269285
11201,2014,1814486.8534279
11203,2003,152699.794178794
11203,2004,198365.636898921
11203,2005,321141.66180758
11203,2006,373707.038502674
11203,2007,378089.394345238
11203,2008,267681.28540305
11203,2009,209556.130769231
11203,2010,212202.576719577
11203,2011,249500.591836735
11203,2012,232881.516455696
11203,2013,307586.708520179
11203,2014,247265.652272727
11204,2003,220975.075757576
11204,2004,295858.275714286
11204,2005,382238.433641975
11204,2006,430384.568822554
11204,2007,419201.87250384
11204,2008,367069.269968051
11204,2009,343770.228373702
11204,2010,356060.952293578
11204,2011,364243.015564202
11204,2012,367900.50994575
11204,2013,386667.757281553
11204,2014,498173.374418605
11205,2003,290487.476890756
11205,2004,393747.12195122
11205,2005,400141.435661765
11205,2006,477027.787644788
11205,2007,494325.115196078
11205,2008,413678.107843137
11205,2009,347541.2578125
11205,2010,341040.997542998
11205,2011,418690.437810945
11205,2012,569060.80733945
11205,2013,587209.888111888
11205,2014,880361.674479167
11206,2003,199623.363354037
11206,2004,243484.792168675
11206,2005,326953.383838384
11206,2006,310961.391566265
11206,2007,348339.924290221
11206,2008,380462.76
11206,2009,283988.813953488
11206,2010,280286.516216216
11206,2011,291896.909333333
11206,2012,488772.094827586
11206,2013,447196.256227758
11206,2014,776294.367292225
11207,2003,177699.020104244
11207,2004,230869.772385509
11207,2005,305653.753104456
11207,2006,201035.829688814
11207,2007,326797.390852391
11207,2008,248348.667852906
11207,2009,240035.129662522
11207,2010,242927.090121317
11207,2011,238896.168490153
11207,2012,123818.528253425
11207,2013,290867.824242424
11207,2014,295373.959876543
11208,2003,170721.414451261
11208,2004,231717.561892417
11208,2005,292915.095528455
11208,2006,366598.738958471
11208,2007,319342.673684211
11208,2008,271435.290123457
11208,2009,224174.613095238
11208,2010,217609.326568266
11208,2011,218090.381516588
11208,2012,207581.257383966
11208,2013,225641.493617021
11208,2014,225792.611538462
11209,2003,284114.076797386
11209,2004,382333.27056962
11209,2005,487712.645107794
11209,2006,716976.969026549
11209,2007,508151.436681223
11209,2008,436022.444444444
11209,2009,423686.453865337
11209,2010,405498.746606335
11209,2011,452678.135294118
11209,2012,482504.817351598
11209,2013,488376.598639456
11209,2014,640212.462395543
11210,2003,254739.1265625
11210,2004,298803.890829694
11210,2005,507336.338514681
11210,2006,432897.562141491
11210,2007,478408.431865828
11210,2008,382676.294985251
11210,2009,304367.215384615
11210,2010,309413.990196078
11210,2011,412934.98089172
11210,2012,466332.559006211
11210,2013,453239.398058252
11210,2014,446312.73559322
11211,2003,209645.317666126
11211,2004,291645.277695716
11211,2005,451527.032341527
11211,2006,568315.387301587
11211,2007,573991.541887593
11211,2008,547575.757777778
11211,2009,413659.227951153
11211,2010,500446.727200634
11211,2011,711638.474889217
11211,2012,575014.309482759
11211,2013,629709.252595156
11211,2014,963953.116710875
11212,2003,171308.155821918
11212,2004,303506.851851852
11212,2005,303380.287648054
11212,2006,402850.145973154
11212,2007,683507.57300885
11212,2008,311225.819672131
11212,2009,350387.321585903
11212,2010,196208.217391304
11212,2011,305792.745945946
11212,2012,394027.930875576
11212,2013,322979.908424908
11212,2014,328662.497816594
11213,2003,213403.736
11213,2004,293280.138169257
11213,2005,449979.561302682
11213,2006,420403.629422719
11213,2007,377675.075609756
11213,2008,429069.530944625
11213,2009,270715.61423221
11213,2010,295382.535849057
11213,2011,420077.140893471
11213,2012,362611.042857143
11213,2013,452198.762004175
11213,2014,661141.960244648
11214,2003,264776.206849315
11214,2004,442721.275033378
11214,2005,381025.422459893
11214,2006,399567.509146341
11214,2007,458029.900719424
11214,2008,446675.170914543
11214,2009,363231.709470305
11214,2010,354053.960344828
11214,2011,388902.731759657
11214,2012,415833.366666667
11214,2013,418370.856508876
11214,2014,490209.883817427
11215,2003,360702.450819672
11215,2004,490591.227106227
11215,2005,653428.200274348
11215,2006,750449.638977636
11215,2007,729163.729411765
11215,2008,626351.542892157
11215,2009,536477.740079365
11215,2010,633713.026499303
11215,2011,690064.861918605
11215,2012,782217.669444444
11215,2013,993769.827737226
11215,2014,1156074.95255474
11216,2003,233721.189223058
11216,2004,274907.449519231
11216,2005,358410.820282413
11216,2006,403949.894736842
11216,2007,449135.068541301
11216,2008,353077.702764977
11216,2009,305525.956834532
11216,2010,327243.629333333
11216,2011,335292.040254237
11216,2012,455986.925690021
11216,2013,519887.072727273
11216,2014,641321.006451613
11217,2003,410762.622767857
11217,2004,566706.122194514
11217,2005,695640.120845921
11217,2006,597656.8
11217,2007,809196.666666667
11217,2008,758545.63377193
11217,2009,643229.780979827
11217,2010,623706.417391304
11217,2011,837945.43772242
11217,2012,824296.05625
11217,2013,1060393.11171662
11217,2014,1285264.31983806
11218,2003,245494.19047619
11218,2004,364760.807622505
11218,2005,437318.237749546
11218,2006,499927.554347826
11218,2007,457939.015936255
11218,2008,422027.097014925
11218,2009,300121.56097561
11218,2010,451967.76993865
11218,2011,365025.168789809
11218,2012,432612.470588235
11218,2013,472814.286363636
11218,2014,589450.2
11219,2003,219779.632352941
11219,2004,275932.15971223
11219,2005,366383.230016313
11219,2006,334955.288611544
11219,2007,375468.867052023
11219,2008,352933.348432056
11219,2009,323078.159851301
11219,2010,299170.731958763
11219,2011,293208.396126761
11219,2012,322957.213114754
11219,2013,398465.069084629
11219,2014,428234.915983607
11220,2003,303981.492939666
11220,2004,341558.568888889
11220,2005,411033.426948052
11220,2006,433802.453590193
11220,2007,447670.899659864
11220,2008,415481.387312187
11220,2009,375187.858606557
11220,2010,410892.127789047
11220,2011,435389.010288066
11220,2012,403032.500974659
11220,2013,508653.98487395
11220,2014,558963.007371007
11221,2003,211018.391729323
11221,2004,277730.916779432
11221,2005,361145.155898876
11221,2006,399778.01264881
11221,2007,374904.345251397
11221,2008,303595.461883408
11221,2009,255469.939655172
11221,2010,284901.654510557
11221,2011,287703.483992467
11221,2012,342657.906504065
11221,2013,401289.746254682
11221,2014,566676.218670077
11222,2003,201015.691318328
11222,2004,297522.976539589
11222,2005,357007.965333333
11222,2006,445032.652046784
11222,2007,409116.573964497
11222,2008,424203.02200489
11222,2009,320879.781376518
11222,2010,598286.207977208
11222,2011,478981.321266968
11222,2012,548739.350125945
11222,2013,933654.754342432
11222,2014,862263.179930796
11223,2003,310088.114245416
11223,2004,364135.398160315
11223,2005,439902.308743169
11223,2006,473804.329032258
11223,2007,462240.768500949
11223,2008,389134.507905138
11223,2009,362598.418348624
11223,2010,363364.922522523
11223,2011,401673.298136646
11223,2012,396347.900684931
11223,2013,507689.5129683
11223,2014,548594.027334852
11224,2003,211256.732718894
11224,2004,336402.719665272
11224,2005,286533.343478261
11224,2006,327282.568421053
11224,2007,210723.82712766
11224,2008,260902.320261438
11224,2009,224205.71641791
11224,2010,241979
11224,2011,257889.404411765
11224,2012,261271.855855856
11224,2013,683221.664122137
11224,2014,371782.117647059
11225,2003,222513.507788162
11225,2004,361532.089783282
11225,2005,487658.792168675
11225,2006,734752.731117825
11225,2007,615001.985347985
11225,2008,756122.529661017
11225,2009,349617.974842767
11225,2010,549932.18902439
11225,2011,569787.504716981
11225,2012,597911.131455399
11225,2013,776102.657258064
11225,2014,860239.313901345
11226,2003,320170.818965517
11226,2004,315639.215686275
11226,2005,620439.808139535
11226,2006,903816.403809524
11226,2007,697941.799504951
11226,2008,897937.064516129
11226,2009,330390.363636364
11226,2010,522730.706140351
11226,2011,634745.744769874
11226,2012,744272.498007968
11226,2013,774166.536050157
11226,2014,1113662.85478548
11228,2003,260280.597582038
11228,2004,344403.252650177
11228,2005,409203.520446097
11228,2006,429486.57918552
11228,2007,408694.073770492
11228,2008,394000.663019694
11228,2009,316678.836185819
11228,2010,412255.895013123
11228,2011,397089.639889197
11228,2012,371218.074561403
11228,2013,444374.335294118
11228,2014,469042.877192982
11229,2003,228320.877739331
11229,2004,331601.408602151
11229,2005,396281.467336683
11229,2006,395624.228209192
11229,2007,403420.309171598
11229,2008,349509.579710145
11229,2009,276539.005319149
11229,2010,336744.002016129
11229,2011,381798.049462366
11229,2012,321024.478664193
11229,2013,347283.687782805
11229,2014,450938.103333333
11230,2003,328619.849315069
11230,2004,452069.79338843
11230,2005,551728.198364008
11230,2006,546808.767741935
11230,2007,530940.296127563
11230,2008,450574.979118329
11230,2009,374661.877906977
11230,2010,439855.575851393
11230,2011,486833.880116959
11230,2012,474148.615034169
11230,2013,543796.086247086
11230,2014,591833.943820225
11231,2003,391367.393867925
11231,2004,485635.606280193
11231,2005,657995.98489426
11231,2006,608545.439790576
11231,2007,570203.986486487
11231,2008,612001.195945946
11231,2009,542459.395256917
11231,2010,577482.791044776
11231,2011,666405.75826972
11231,2012,787533.608142494
11231,2013,1027675.91563275
11231,2014,1112976.08695652
11232,2003,200436.441048035
11232,2004,320887.327868852
11232,2005,393208
11232,2006,397552.994764398
11232,2007,411557.618181818
11232,2008,362936.45212766
11232,2009,252751.153005464
11232,2010,342624.512396694
11232,2011,320212.196969697
11232,2012,481996.681818182
11232,2013,489726.81420765
11232,2014,548925.62406015
11233,2003,191641.404841402
11233,2004,265160.039711191
11233,2005,337259.255632582
11233,2006,375788.616022099
11233,2007,330304.680907877
11233,2008,320011.982110912
11233,2009,283804.336082474
11233,2010,297602.011337868
11233,2011,288865.04595186
11233,2012,327320.835294118
11233,2013,343943.825814536
11233,2014,449661.053225806
11234,2003,235512.697225573
11234,2004,285233.199891658
11234,2005,353464.162898936
11234,2006,349287.40776699
11234,2007,389612.676637025
11234,2008,317795.919746568
11234,2009,305514.483271375
11234,2010,312115.083123426
11234,2011,308321.828746177
11234,2012,254209.650943396
11234,2013,298217.620837809
11234,2014,326364.296943231
11235,2003,341233.676040495
11235,2004,496361.950506187
11235,2005,496925.657534247
11235,2006,532849.818548387
11235,2007,430135.491643454
11235,2008,407799.029411765
11235,2009,346011.268602541
11235,2010,379548.698884758
11235,2011,556351.21335807
11235,2012,367121.155945419
11235,2013,374694.083557951
11235,2014,724779.474860335
11236,2003,165221.530395984
11236,2004,219992.151408451
11236,2005,285908.232081911
11236,2006,320283.609558824
11236,2007,293699.239772727
11236,2008,247685.457597173
11236,2009,222830.252767528
11236,2010,224771.629707113
11236,2011,265126.31441048
11236,2012,221391.030188679
11236,2013,218360.170138889
11236,2014,269051.339506173
11237,2003,197663.457013575
11237,2004,235744.816742081
11237,2005,343070.997685185
11237,2006,371894.491071429
11237,2007,384048.591911765
11237,2008,421656.555194805
11237,2009,224035.147928994
11237,2010,289515.661691542
11237,2011,311026.947368421
11237,2012,386041.35042735
11237,2013,322887.403892944
11237,2014,662917.419847328
11238,2003,377897.667322835
11238,2004,354710.212765957
11238,2005,516035.4
11238,2006,487860.304526749
11238,2007,558830.203501094
11238,2008,561383.069868996
11238,2009,562664.584810127
11238,2010,449586
11238,2011,526796.447513812
11238,2012,664819.3234714
11238,2013,774564.486288848
11238,2014,1010451.94310722
11239,2003,64632.5555555556
11239,2004,102625
11239,2005,108000
11239,2006,156022.222222222
11239,2007,357100
11239,2008,169780
11239,2009,273338.127659574
11239,2010,258857.052631579
11239,2011,162097.314285714
11239,2012,371449.806451613
11239,2013,374693.881355932
11239,2014,173582.222222222
11243,2008,410670
11243,2009,265000
11243,2010,683617.647058823
11243,2011,1195960.2
11243,2012,365420
11249,2012,1202320.79532164
11249,2013,1120259.51351351
11249,2014,1434895.82644628
11354,2003,341805.815384615
11354,2004,451168.089026915
11354,2005,389656.987447699
11354,2006,485295.894736842
11354,2007,493097.154013015
11354,2008,540032.263598326
11354,2009,377024.455974843
11354,2010,1036296.72329247
11354,2011,364924.152963671
11354,2012,435907.220430108
11354,2013,611422.328710125
11354,2014,510496.422572178
11355,2003,264262.913105413
11355,2004,434394.26092545
11355,2005,418947.405080214
11355,2006,455006.163235294
11355,2007,488815.493793103
11355,2008,438449.091032609
11355,2009,329005.735674677
11355,2010,366548.083769633
11355,2011,332242.334841629
11355,2012,349993.392670157
11355,2013,434918.816411683
11355,2014,493433.389632107
11356,2003,330004.130859375
11356,2004,347796.197822142
11356,2005,451836.969631236
11356,2006,460400.606435644
11356,2007,410181.088607595
11356,2008,396692.729824561
11356,2009,367208.575289575
11356,2010,324560.803389831
11356,2011,344309.307692308
11356,2012,356380.945848375
11356,2013,475566.821917808
11356,2014,476407.028985507
11357,2003,290763.23853211
11357,2004,400362.982089552
11357,2005,452177.061516452
11357,2006,465564.440285205
11357,2007,476560.362676056
11357,2008,400677.033126294
11357,2009,323535.773033708
11357,2010,356697.665148064
11357,2011,339932.307304786
11357,2012,350315.995475113
11357,2013,439575.254901961
11357,2014,540991.890585242
11358,2003,306231.887804878
11358,2004,367316.368770764
11358,2005,407686.243713733
11358,2006,439250.996138996
11358,2007,438388.985691574
11358,2008,402725.256461233
11358,2009,330011.286956522
11358,2010,357154.924242424
11358,2011,391404.487671233
11358,2012,421165.51543943
11358,2013,437057.235849057
11358,2014,522210.856
11360,2003,335504.8
11360,2004,395167.348837209
11360,2005,460773.520504732
11360,2006,450916.90530303
11360,2007,470613.194174757
11360,2008,357795.398406375
11360,2009,327005
11360,2010,366206.615
11360,2011,382283.45814978
11360,2012,367787.818584071
11360,2013,460112.866666667
11360,2014,470789.989949749
11361,2003,303485.523613963
11361,2004,390781.598825832
11361,2005,418164.891156463
11361,2006,447590.463302752
11361,2007,431489.752525253
11361,2008,434756.206896552
11361,2009,369561.616949153
11361,2010,401182.617088608
11361,2011,412329.33976834
11361,2012,379747.093247588
11361,2013,400655.938502674
11361,2014,551812.032388664
11362,2003,342368.153374233
11362,2004,407296.583333333
11362,2005,501292.658703072
11362,2006,521912.873684211
11362,2007,522080.296875
11362,2008,500594.162162162
11362,2009,459180.069518717
11362,2010,414041.195876289
11362,2011,375356.416184971
11362,2012,441146.40625
11362,2013,512782.6875
11362,2014,547102.974683544
11363,2003,408459.874125874
11363,2004,488089.62601626
11363,2005,559202.230769231
11363,2006,544138.37755102
11363,2007,595968.53
11363,2008,622619.235955056
11363,2009,441029.306930693
11363,2010,412216.743902439
11363,2011,1138628.17741935
11363,2012,343030.085365854
11363,2013,1807586.57391304
11363,2014,490946.415384615
11364,2003,303115.572033898
11364,2004,400952.838966203
11364,2005,445244.206521739
11364,2006,412878.106382979
11364,2007,474437.297297297
11364,2008,442267.332378223
11364,2009,375556.067846608
11364,2010,421634.681528662
11364,2011,418179.181184669
11364,2012,399795.340490798
11364,2013,485944.867816092
11364,2014,546056.736401674
11365,2003,277660.57537155
11365,2004,358294.302411874
11365,2005,437252.216014898
11365,2006,441178.002304147
11365,2007,471036.344608879
11365,2008,372642.090909091
11365,2009,338002.732186732
11365,2010,351627.99
11365,2011,353339.398058252
11365,2012,372597.339726027
11365,2013,432073.182022472
11365,2014,422790.037837838
11366,2003,325527.189830508
11366,2004,327254.268774704
11366,2005,401673.567049808
11366,2006,401812.828703704
11366,2007,441061.478672986
11366,2008,424965.710900474
11366,2009,371908.074712644
11366,2010,361277.67357513
11366,2011,307692.01875
11366,2012,342594.964539007
11366,2013,418318.72972973
11366,2014,492958.197183099
11367,2003,338746.70263789
11367,2004,1016447.13425926
11367,2005,382801.356643357
11367,2006,342175.556574924
11367,2007,352950.457478006
11367,2008,746810.549342105
11367,2009,312687.464566929
11367,2010,278245.413385827
11367,2011,283613.650980392
11367,2012,288077.092307692
11367,2013,332668.206790123
11367,2014,1223528.25403226
11368,2003,284536.201395813
11368,2004,361880.555769231
11368,2005,491297.868257261
11368,2006,505462.93968254
11368,2007,480080.786783042
11368,2008,421676.445920304
11368,2009,333053.826804124
11368,2010,320194.662561576
11368,2011,377422.333333333
11368,2012,336418.004962779
11368,2013,406885.537313433
11368,2014,491270.344748858
11369,2003,244827.566318927
11369,2004,310207.833333333
11369,2005,396848.980683507
11369,2006,463611.642487047
11369,2007,367344.297423888
11369,2008,377236.021978022
11369,2009,306838.926345609
11369,2010,297014.23630137
11369,2011,308731.07755102
11369,2012,331222.646428571
11369,2013,343316.855172414
11369,2014,407617.847826087
11370,2003,233783.420886076
11370,2004,292416.409766454
11370,2005,369504.951156812
11370,2006,372264.92513369
11370,2007,364263.385350318
11370,2008,319902.878571429
11370,2009,256822.279279279
11370,2010,264525.884
11370,2011,238640.123595506
11370,2012,262197.526315789
11370,2013,269923.948717949
11370,2014,314113.037837838
11371,2004,0
11372,2003,253176.671641791
11372,2004,411941.374125874
11372,2005,505430.828571429
11372,2006,740025.158590308
11372,2007,497452.248780488
11372,2008,613030.821621622
11372,2009,333831.773109244
11372,2010,398227.852112676
11372,2011,427567.844444444
11372,2012,341681.935064935
11372,2013,1382372.1959799
11372,2014,679807.531746032
11373,2003,327828.946991404
11373,2004,382028.740370899
11373,2005,475322.408571429
11373,2006,518130.097072419
11373,2007,374018.477079796
11373,2008,567912.881226054
11373,2009,352365.21484375
11373,2010,346730.593117409
11373,2011,349539.95
11373,2012,380837.469662921
11373,2013,775782.99592668
11373,2014,668695.984375
11374,2003,260989.056426332
11374,2004,282887.593548387
11374,2005,497170.370860927
11374,2006,567147.105839416
11374,2007,468002.666666667
11374,2008,673052.271255061
11374,2009,307013.668393782
11374,2010,333874.937142857
11374,2011,328463.928571429
11374,2012,336472.445544554
11374,2013,1016920.0969697
11374,2014,422094.440191388
11375,2003,333313.108655617
11375,2004,469864.209764919
11375,2005,513418.445471349
11375,2006,622416.619256017
11375,2007,590482.059241706
11375,2008,435847.228395062
11375,2009,427495.655778894
11375,2010,444620.85492228
11375,2011,450805.983914209
11375,2012,464340.706521739
11375,2013,534776.676328502
11375,2014,710805.884615385
11377,2003,297014.621813031
11377,2004,343094.226666667
11377,2005,431532.425081433
11377,2006,536720.255536627
11377,2007,471814.522988506
11377,2008,395776.778251599
11377,2009,309315.655526992
11377,2010,364008.131147541
11377,2011,355972.138028169
11377,2012,275267.675609756
11377,2013,627968.502347418
11377,2014,525210.330601093
11378,2003,218340.008944544
11378,2004,248378.514782609
11378,2005,350300.676470588
11378,2006,376652.393822394
11378,2007,380919.196969697
11378,2008,318408.771498772
11378,2009,277931.014619883
11378,2010,293878.48115942
11378,2011,302581.803278689
11378,2012,307738.383233533
11378,2013,320208.797900262
11378,2014,404951.130990415
11379,2003,211578.950387597
11379,2004,278430.749206349
11379,2005,350079.903914591
11379,2006,334603.637623762
11379,2007,353923.19
11379,2008,297486.331564987
11379,2009,296576.408060453
11379,2010,308922.472727273
11379,2011,287001.871866295
11379,2012,276528.818858561
11379,2013,298903.457013575
11379,2014,354869.914666667
11385,2003,225668.860082305
11385,2004,286413.743652744
11385,2005,347698.381074169
11385,2006,372833.668008048
11385,2007,345688.013559322
11385,2008,306433.533700138
11385,2009,292015.433862434
11385,2010,288551.478537361
11385,2011,268354.098807496
11385,2012,303783.631811487
11385,2013,351967.172458172
11385,2014,418583.416243655
11411,2003,158380.665198238
11411,2004,213733.47597254
11411,2005,238745.225287356
11411,2006,285436.25
11411,2007,253641.973684211
11411,2008,228063.659292035
11411,2009,190807.287610619
11411,2010,234122.468085106
11411,2011,180232.375757576
11411,2012,205103.826589595
11411,2013,198033.663366337
11411,2014,211865.111731844
11412,2003,171958.077586207
11412,2004,189511.678571429
11412,2005,255046.306613226
11412,2006,291624.597888676
11412,2007,281054.271889401
11412,2008,241943.808333333
11412,2009,214198.196190476
11412,2010,235853.898128898
11412,2011,218589.779411765
11412,2012,226115.907317073
11412,2013,238849.754527163
11412,2014,226069.90616622
11413,2003,165251.75660793
11413,2004,202535.384164223
11413,2005,284301.070960699
11413,2006,316756.152806653
11413,2007,298196.786226686
11413,2008,274715.529610829
11413,2009,231088.487854251
11413,2010,237002.950643777
11413,2011,208155.849148418
11413,2012,227449.900497512
11413,2013,220559.537117904
11413,2014,240551.346875
11414,2003,221232.810267857
11414,2004,263810.340681363
11414,2005,311326.251599147
11414,2006,307509.412026726
11414,2007,294529.964285714
11414,2008,256473.727564103
11414,2009,231289.661538462
11414,2010,226267.895424837
11414,2011,271437.875968992
11414,2012,226207.115044248
11414,2013,240297.820588235
11414,2014,295329.395683453
11415,2003,333689.60483871
11415,2004,380472.718446602
11415,2005,497833.016
11415,2006,656022.573333333
11415,2007,447184.278481013
11415,2008,602498.193548387
11415,2009,380724.24
11415,2010,488588.393939394
11415,2011,585233.753246753
11415,2012,354052.5
11415,2013,635569.6125
11415,2014,634609.75862069
11416,2003,187622.826510721
11416,2004,277655.259259259
11416,2005,354041.473333333
11416,2006,407560.585
11416,2007,359105.582317073
11416,2008,338536.039647577
11416,2009,264108.539007092
11416,2010,234635.064777328
11416,2011,234330.618604651
11416,2012,191384.783251232
11416,2013,237402.816326531
11416,2014,302548.048387097
11417,2003,179608.003338898
11417,2004,246844.265472313
11417,2005,323517.076142132
11417,2006,363725.484346225
11417,2007,289859.744565217
11417,2008,260897.706070288
11417,2009,249487.146875
11417,2010,234772.057142857
11417,2011,230731.978723404
11417,2012,241290.13304721
11417,2013,261192.790163934
11417,2014,294471.48372093
11418,2003,222253.295971979
11418,2004,303046.237704918
11418,2005,360168.664921466
11418,2006,436014.63869863
11418,2007,371190.693370166
11418,2008,322208.135658915
11418,2009,246609.832089552
11418,2010,254439.761904762
11418,2011,239980.107758621
11418,2012,273669.684
11418,2013,281104.775
11418,2014,335517.182648402
11419,2003,183724.462941847
11419,2004,252987.881374723
11419,2005,337657.870162297
11419,2006,377822.479885057
11419,2007,311039.696397942
11419,2008,245591.182044888
11419,2009,219841.947976879
11419,2010,208594.132564842
11419,2011,208479.681818182
11419,2012,193894.299342105
11419,2013,242747.676557864
11419,2014,260707.241258741
11420,2003,188377.501234568
11420,2004,244885.844480258
11420,2005,331063.09608209
11420,2006,369786.35
11420,2007,331932.384925976
11420,2008,268423.472131148
11420,2009,251858.74863388
11420,2010,240420.289473684
11420,2011,215773.409292035
11420,2012,224901.484107579
11420,2013,227803.453563715
11420,2014,279801.398148148
11421,2003,218473.006045949
11421,2004,312092.650385604
11421,2005,383663.032042724
11421,2006,389014.087407407
11421,2007,379315.201834862
11421,2008,293894.296636086
11421,2009,244183.611570248
11421,2010,252637.617250674
11421,2011,271505.756756757
11421,2012,254037.923076923
11421,2013,318255.200573066
11421,2014,324079.457364341
11422,2003,174670.894582723
11422,2004,222916.930458971
11422,2005,300504.496206373
11422,2006,343105.202662722
11422,2007,310922.85619469
11422,2008,274414.904
11422,2009,257525.785507246
11422,2010,240325.879120879
11422,2011,256247.08677686
11422,2012,226063.588461538
11422,2013,219744.210191083
11422,2014,263153.069892473
11423,2003,208111.289320388
11423,2004,257738.444015444
11423,2005,339688.005988024
11423,2006,397300.596982759
11423,2007,332275.752380952
11423,2008,334550.580645161
11423,2009,252659.621495327
11423,2010,282366.018867925
11423,2011,298921.528301887
11423,2012,281705.811926606
11423,2013,407245.560606061
11423,2014,434807.757425743
11426,2003,230834.464589235
11426,2004,302182.266871166
11426,2005,384108.425076453
11426,2006,363578.873646209
11426,2007,357927.660944206
11426,2008,300933.495689655
11426,2009,327974.707446809
11426,2010,280192.318181818
11426,2011,631627.098159509
11426,2012,284455.118226601
11426,2013,309049.971962617
11426,2014,335960.603896104
11427,2003,220493.011267606
11427,2004,282661.569014085
11427,2005,329419.296072508
11427,2006,379136.975778547
11427,2007,712908.268
11427,2008,301093.743315508
11427,2009,286444.010362694
11427,2010,321450.02259887
11427,2011,289057.186046512
11427,2012,323701.20338983
11427,2013,297092.613733906
11427,2014,358601.04
11428,2003,179035.432801822
11428,2004,255888.852130326
11428,2005,310049.206043956
11428,2006,332317.096774194
11428,2007,311078.504166667
11428,2008,270290.331753555
11428,2009,234582.709090909
11428,2010,229130.303797468
11428,2011,184632.108843537
11428,2012,215045.805405405
11428,2013,220069.005464481
11428,2014,250839.99270073
11429,2003,160753.574817518
11429,2004,204172.041791045
11429,2005,267450.85738255
11429,2006,307254.701149425
11429,2007,266865.208121827
11429,2008,238291.963414634
11429,2009,217749.636363636
11429,2010,228070.630136986
11429,2011,192733.909090909
11429,2012,210165.73877551
11429,2013,236121.304029304
11429,2014,246619.890625
11430,2003,910500
11430,2004,640000
11430,2012,16450000
11432,2003,274594.462406015
11432,2004,543214.428825623
11432,2005,469635.980935875
11432,2006,439945.896551724
11432,2007,461163.147806005
11432,2008,363465.609550562
11432,2009,301119.52681388
11432,2010,365686.180272109
11432,2011,315815.697068404
11432,2012,446175.419708029
11432,2013,404591.886904762
11432,2014,512209.114906832
11433,2003,166104.294392523
11433,2004,216407.962851406
11433,2005,305071.68380744
11433,2006,338262.562893082
11433,2007,324025.370101597
11433,2008,272868.791127542
11433,2009,247217.394927536
11433,2010,261447.497247706
11433,2011,225256.55408971
11433,2012,219252.967741935
11433,2013,234093.413881748
11433,2014,244446.016778523
11434,2003,163067.298507463
11434,2004,205360.269061584
11434,2005,262012.954135338
11434,2006,326991.516641452
11434,2007,296213.541621622
11434,2008,276293.607387141
11434,2009,234300.775297619
11434,2010,230052.996965099
11434,2011,211738.122
11434,2012,203792.407265774
11434,2013,234400.937806874
11434,2014,232074.353629977
11435,2003,214556.97586727
11435,2004,255801.973837209
11435,2005,335242.303680982
11435,2006,414135.554934823
11435,2007,335683.246406571
11435,2008,398876.354748603
11435,2009,319939.860248447
11435,2010,256938.658959538
11435,2011,269755.332061069
11435,2012,356429.727272727
11435,2013,266393.164983165
11435,2014,276743.797356828
11436,2003,156567.221658206
11436,2004,214818.99858156
11436,2005,274432.89619883
11436,2006,326419.75
11436,2007,276342.151138716
11436,2008,255605.35768262
11436,2009,219787.546218487
11436,2010,191930.736842105
11436,2011,193570.219917012
11436,2012,195960.077821012
11436,2013,206804.540059347
11436,2014,214792.640394089
11691,2003,212871.253644315
11691,2004,312910.251646904
11691,2005,376588.82278481
11691,2006,501823.837431694
11691,2007,414409.733438486
11691,2008,254897.455752212
11691,2009,239167.47601476
11691,2010,219927.585831063
11691,2011,387818.718518518
11691,2012,178859.259953162
11691,2013,263074.006849315
11691,2014,480310.461538462
11692,2003,194244.218623482
11692,2004,234154.319502075
11692,2005,315141.21942446
11692,2006,392097.250825083
11692,2007,332907.166666667
11692,2008,397992.62037037
11692,2009,382906.511764706
11692,2010,279235.134146341
11692,2011,367073.342105263
11692,2012,1408970.19642857
11692,2013,379051.145454545
11692,2014,312107.56
11693,2003,182727.973856209
11693,2004,274371.37037037
11693,2005,254052.061452514
11693,2006,290472.299342105
11693,2007,334311.729281768
11693,2008,255074.552447552
11693,2009,207025.817204301
11693,2010,226773.063829787
11693,2011,247946.945578231
11693,2012,231082.972222222
11693,2013,133019.141304348
11693,2014,322899.23880597
11694,2003,303838.868035191
11694,2004,484469.843137255
